SERIAL_NO,NAME,SITE_CLASS,DIS_ACCESS,ACCESS_DSC,COMMENTS,MAINT_BY,DESCRIPTION,TYPE,SUBURB,REGION,LOCAL_GOV_AREA,LONGITUDE,LATITUDE,join_siteI,POSTCODE,POSTCODE_SUBURB,,EVENTS
210,Buttercup Two Camping Area,BASIC,NONE,"2WD  From Mansfield follow Mt. Buller Rd to Sawmill Settlement, turn left onto Carters Rd, follow for approx. 5kms then turn left onto Buttercup Rd
4WD - From Mansfield follow Mt. Buller Rd for approx. 13kms, turn left onto Buttercup Road follow for 12k","This Camping area is located along the banks of the Buttercup Creek, with grassy areas surrounded by native tree species offering ample shade. This campground offers a central camping spot to many fantastic activities that you can do in the Victorian Hig",MANSFIELD,Pit BBQ available,BBQ,MERRIJIG,HUME,MANSFIELD,146.327002,-37.0803,6f12e44a-29d7-4ca9-9756-bcb444962af4,3723,3723 - MERRIJIG,,https://freshlife.tk/bbq/
210,Buttercup Two Camping Area,BASIC,NONE,"2WD  From Mansfield follow Mt. Buller Rd to Sawmill Settlement, turn left onto Carters Rd, follow for approx. 5kms then turn left onto Buttercup Rd
4WD - From Mansfield follow Mt. Buller Rd for approx. 13kms, turn left onto Buttercup Road follow for 12k","This Camping area is located along the banks of the Buttercup Creek, with grassy areas surrounded by native tree species offering ample shade. This campground offers a central camping spot to many fantastic activities that you can do in the Victorian Hig",MANSFIELD,Pit BBQ available,BBQ,MERRIJIG,HUME,MANSFIELD,146.327002,-37.0803,b860d407-5227-4b15-a0d9-eb5773b9d083,3723,3723 - MERRIJIG,,https://freshlife.tk/bbq/
211,Carters Mill Camping Area,BASIC,PARTIAL,"From Mansfield follow the Mt. Buller Road to Sawmill Settlement, turn left onto Carters Road.","This area is full of history, the site is set at the original location of the Carter & Co. sawmill, built in 1937 to mill timber from the surrounding forest. In these days timber was transported to the mill using a single line of 5 horses along a timber",MANSFIELD,Pit BBQ available,BBQ,MIRIMBAH,HUME,MANSFIELD,146.366977,-37.1032,6f12e44a-29d7-4ca9-9756-bcb444962af4,3722,3722 - MIRIMBAH,,https://freshlife.tk/bbq/
212,Goonan'S,MID,NONE,Goonans is a stopping point along the Aberfeldy 4WD route along Donnellys Creek in the Aberfeldy/Nambruc State Forest.  You can camp overnight in the recently constructed bush hut or stop for a picnic by the creek.  The closest nearby huts are Jorgensens,NA,ERICA,Wood BBQ available,BBQ,TOOMBON,GIPPSLAND,BAW BAW,146.455331,-37.749,69fa2d5e-557c-457a-9103-21bc2609f5eb,3825,3825 - TOOMBON,,https://freshlife.tk/bbq/
213,Black Flat,BASIC,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Black Flat is located at the 10.4km mark of the Upper Dargo Road.,This campsite has less grassy areas but is well sheltered and provides a great bush setting beside the Dargo River.,DARGO,Pit BBQ available,BBQ,DARGO,GIPPSLAND,WELLINGTON,147.293626,-37.3639,b860d407-5227-4b15-a0d9-eb5773b9d083,3862,3862 - DARGO,,https://freshlife.tk/bbq/
214,Glendinning Campsite,MID,NONE,Glendinning Campsite is located south east of Balmoral via the Natimuk - Hamilton Rd.  Approximately 7 km south of Balmoral take Yarramyiup Road on your left and follow this road approximately 13 km to the campsite at the end of the road.,"Glendinning Campsite is situated on the south western edge of Rocklands Reservoir, in river redgum and stringybark forest.  The campsite is generally accessible all year round by 2WD. The camp site is serviced by modern toilet facilities and a boat launc",CAVENDISH,"Pit, and Wood BBQs available",BBQ,ROCKLANDS,BARWON SOUTHWEST,SOUTHERN GRAMPIANS,142.0017,-37.29,262abeb7-7cd3-44ea-abb5-14f80a355bfa,3401,3401 - ROCKLANDS,,https://freshlife.tk/bbq/
215,Firth Park,MID,PARTIAL,"Located 88 kilometres from Melbourne. Follow the Calder Highway to the township of Woodend. At Woodend head west along the Daylesford Road for then turn left down James Road just west of Tylden. Follow this, passing through Trentham East then turn left a","Firth Park is a campground set within heritage ornamental trees. Firth Park is popular with a range of forest users including caravan travellers, 4WD enthusiasts and mountain bike riders. Facilities include toilets, horse yards and a dam. Andersons Mill",DAYLESFORD,Wood BBQ available,BBQ,TRENTHAM EAST,LODDON MALLEE,MACEDON RANGES,144.409661,-37.4351,8ed3a265-73dc-4458-8977-13cb6f533ef5,3458,3458 - TRENTHAM EAST,,https://freshlife.tk/bbq/
216,Victoria Mill Scenic Reserve,MID,NONE,"From Beaufort, turn north towards Raglan and after 11km, turn left down Raglan-Mt Cole Road. After 3km continue onto Mount Cole Road and after 15km, just 0.3km past the Victoria Mill Scenic Reserve sign, turn left down Sandy Pinch Road. There is a small",NA,BEAUFORT,Wood BBQ available,BBQ,MOUNT COLE,GRAMPIANS,ARARAT,143.228132,-37.2636,39ae637d-9102-49f0-b741-6b280055b033,3377,3377 - MOUNT COLE,,https://freshlife.tk/bbq/
217,Chinamans Campground,MID,NONE,"Turn off the Western Highway onto Buangor-Ben Nevis Road just past the town of Buangor and continue on for 13km, then turn sharp right onto Mount Cole Road. After 4.5km turn off onto Chinaman Road and continue on for 0.6km to the site.","Being on the north western side of the mountain, this area is particularly suitable for winter outings, as temperatures are usually higher and rainfall lower than in other parts of the forest. Chinamans Campground provides a good site for camping or picn",BEAUFORT,"Pit, and Wood BBQs available",BBQ,MOUNT COLE,GRAMPIANS,ARARAT,143.199165,-37.2489,39ae637d-9102-49f0-b741-6b280055b033,3377,3377 - MOUNT COLE,,https://freshlife.tk/bbq/
218,Camp Flat,BASIC,NONE,From Porepunkah take the Great Alpine Road turning left onto Buckland Valley Road and follow for 20Km before coming to camp flat on your left.,Positioned in the Buckland Valley and with the Buckland River streaming through the centre of the campground you couldn't find anywhere more scenic. The campground offers room for small to medium sized groups with large grassy areas and lots of places to,BRIGHT DEPOT,Pit BBQ available,BBQ,BUCKLAND,HUME,ALPINE,146.8600074,-36.8552082,7f16e925-c7c9-45bd-907a-e4ffc1d828c9,3740,3740 - BUCKLAND,,https://freshlife.tk/bbq/
219,Tanglefoot,BASIC,NONE,"From Healesville, head up the Myers Creek road for 13km.  Take Sylvia Creek road to the right then continue on this well maintained forest road for 9km.  Tanglefoot Picnic area can be found on the right hand side of Sylvia Creek road.
",NA,TOOLANGI MAIN RD,Wood BBQ available,BBQ,TOOLANGI,HUME,MURRINDINDI,145.5365534,-37.5101748,22b21e76-76f2-4b0d-b133-3fc852c721b5,3777,3777 - TOOLANGI,,https://freshlife.tk/bbq/
220,The Bend,BASIC,NONE,"From Porepunkah, head south at the large round-about onto the Buckland Valley Road for approximately 36 km, where the camping area is located on the left. The Buckland Valley Road is sealed for the first 13km to Buckland Bridge and then unsealed for the",NA,BRIGHT DEPOT,Pit BBQ available,BBQ,SELWYN,HUME,ALPINE,146.9322565,-36.9639649,7f16e925-c7c9-45bd-907a-e4ffc1d828c9,3737,3737 - SELWYN,,https://freshlife.tk/bbq/
221,Cobaw Visitor Area,BASIC,NONE,"The Cobaw State Forest is located 84 km North West of Melbourne via the towns of Lancefield and Benloch.  The Visitor area is located south of Benloch on Ridge Rd, an all weather two wheel drive road.","This site is located in the Cobaw State Forest north west of Lancefield.  Popular for trail bike riding, four wheel driving, mountain bike riding, hunting and walking this site provides a convenient location to meet and head off from to explore the Fores",MACEDON OFFICE/DEPOT (PV),Pit BBQ available,BBQ,LANCEFIELD,LODDON MALLEE,MACEDON RANGES,144.618938,-37.2492,6bfdd604-0c03-4ea3-8783-782a3673441f,3435,3435 - LANCEFIELD,,https://freshlife.tk/bbq/
222,Doctors Creek Reserve,BASIC,NONE,From Jamieson follow the Jamieson-Woods Point Rd towards Woods Point until Right turn turn into camp area at Doctors Creek Camping area sign.,"Situated on the banks of the Goulburn River, offering relaxed outdoor setting to take in the outdoors. Popular with campers, fishermen and people just out to unwind. Gateway to the Upper Goulburn River and nearby Historical sites.",MANSFIELD,Pit BBQ available,BBQ,JAMIESON,HUME,MANSFIELD,146.130557,-37.3322,6f12e44a-29d7-4ca9-9756-bcb444962af4,3723,3723 - JAMIESON,,https://freshlife.tk/bbq/
223,Comet Flat Reserve,BASIC,NONE,From Woodspoint head South East from the town ship of Woodspoint.,"Comet Flat is stretched out along a riverbank about 4 km south-east of Woods Point. A 4WD is recommended to access the camping area from that township  take the Johnson Hill Track. Swimming and fishing are the main activities here, and theres also bushwa",MANSFIELD,"Pit, and Wood BBQs available",BBQ,MATLOCK,HUME,MANSFIELD,146.2650128,-37.5751582,3a0e909b-a278-4c5b-8786-975c5ef4c4c9,3723,3723 - MATLOCK,,https://freshlife.tk/bbq/
224,Jack Scotts,BASIC,NONE,Access is by headin north from Woodspoint for 2 km and you'll turn left into the site.,"The perfect place to escape to on a hot summers day, jack Scotts reserve offers largely shaded areas in the foothills of the Upper Goulburn State Forest. With ample space camp and plenty of activities to undertake whilst visiting this is the perfect spot",MANSFIELD,Pit BBQ available,BBQ,WOODS POINT,HUME,MANSFIELD,146.240257,-37.5593,3a0e909b-a278-4c5b-8786-975c5ef4c4c9,3723,3723 - WOODS POINT,,https://freshlife.tk/bbq/
225,Wattle Glen Picnic Area,BASIC,NONE,"VicRoads Ref. 71F3. Take the Casterton Penola Rd out of Casterton. After approximately 10km, turn left onto Carmichaels Track. The picnic area will be on your right after approximately 700m.","Wattle Glen is a peaceful spot, approximately 5 minutes from Casterton. There are picnic tables, BBQs and a toilet on site. Visit in Spring to experience an amazing display of wildflowers.",CASTERTON,Wood BBQ available,BBQ,CASTERTON,BARWON SOUTHWEST,GLENELG,141.289558,-37.5912,262abeb7-7cd3-44ea-abb5-14f80a355bfa,3311,3311 - CASTERTON,,https://freshlife.tk/bbq/
226,Wail Site 3 Campsite,VERY BASIC,NONE,Vehicle access to Wail Site 3 Campsite  is from the Western Highway at Wail via Plantation Tk and Ironbark Tk.  From Wail via these tracks Wail Site 3 Campsite is approximately 13 km from Wail and 9 km south of Dimboola.,Wail Site 3 Campsite is situated on the banks of the Wimmera River and is surrounded by river redgum forest. The site has basic camping facilities but no boat launching facilities. Visitors to the site will enjoy the sounds and sites of local wildlife wh,HORSHAM NATIMUK RD,Wood BBQ available,BBQ,WAIL,GRAMPIANS,HORSHAM,142.019489,-36.5363,5e9e5f47-e85b-493e-9b39-e6b5f282bc61,3401,3401 - WAIL,,https://freshlife.tk/bbq/
227,Big Billy Bore Camping Area,MID,NONE,"Located in the Big Desert State Forest, 33 kms south of Murrayville. From Murrayville, head south along the Murrayville-Nhill Road. Vear left to stay on this road and follow until you reach the Camping Area","This remote location was first established by early stockman moving their stock from the north to south through this ruggered remote terrain. Pushing the stock south for the summer, keeping up with seasonal grass growth. As there were no known water sour",MILDURA CNR 11TH ST & KOORLONG AVE,"Pit, Gas, and Wood BBQs available ",BBQ,BIG DESERT,LODDON MALLEE,MILDURA,141.322908,-35.512,63f9b336-cf04-41a4-a08b-cbdb2d20a351,3490,3490 - BIG DESERT,,https://freshlife.tk/bbq/
228,Blairs Hut,MID,NONE,"Mount Disappointment is approximately 1 hour north of Melbourne via the Hume Highway, through Heathcote Junction then North Mountain road.  At the five ways, take the Mt Disappointment road for approximately 2km and Blairs Hut can be found on your right.",Blairs Hut offers a grassy carry in camping area or a quiet place to stop for a bite to eat whist visiting Mt Disappointment State Forest.  Located just down from the summit if you feel energetic head to the trailhead and take a trek up the Summit Walk t,BROADFORD,Wood BBQ available,BBQ,WHITTLESEA,NORTHERN AND WESTERN METROPOLITAN,WHITTLESEA,145.12898,-37.419,d9c23fd4-2ed0-4627-87a7-4199bffad9b4,3757,3757 - WHITTLESEA,,https://freshlife.tk/bbq/
229,Picnic Point,BASIC,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 6.5Km a","This area was formally known as the pines before being rehabilitated and revegetated back to native forests. Raised up overlooking Lake Eildon you will have picturesque views over the lake.
This site is popular for several recreational activities, inclu",MANSFIELD,Pit BBQ available,BBQ,LAKE EILDON,HUME,MANSFIELD,145.9933764,-37.1622356,6f12e44a-29d7-4ca9-9756-bcb444962af4,3713,3713 - LAKE EILDON,,https://freshlife.tk/bbq/
230,Long Gully,BASIC,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 9.5Km a","This site is located close to Goughs bay and can therefore be busy during peak season. You can enjoy connecting back to nature at this site with native species surrounding you and offering shade in the warmer months. 
This is a central spot for several",MANSFIELD,Pit BBQ available,BBQ,LAKE EILDON,HUME,MANSFIELD,145.9870496,-37.1486121,6f12e44a-29d7-4ca9-9756-bcb444962af4,3713,3713 - LAKE EILDON,,https://freshlife.tk/bbq/
231,Dandos,BASIC,NONE,"Heading south out of Gellibrand, turn left onto Gellibrand East Road (you will see a signpost for Dandos Campground).  Follow this road, which becomes Lardners Track, for approximately 12km then turn left at Sayers Vista.  After 200m turn left at the sig","Dandos is situated on a tranquil bend of the Gellibrand River on a north facing, spacious flat. The site has day-visitor and camping areas, with picnic tables, fire places with barbeque plates, toilets and a large open grassy area where kids can play.  
",GELLIBRAND,Pit BBQ available,BBQ,GELLIBRAND,BARWON SOUTHWEST,COLAC OTWAY,143.618896,-38.5533,36a0e96c-7527-4a78-811c-230205a1640e,3239,3239 - GELLIBRAND,,https://freshlife.tk/bbq/
232,Number One Camp,MID,NONE,"From Melbourne, take the Hume Highway to the Broadford exit; turn right here along Spur road to Main Mountain road.  Continue down Main Mountain road for approximately 2 km to Two Tees road, turn left and drive on to the five ways.  No 1. Camp is on the","Situated in the heart of Mt Disappointment State Forest this campsite/picnic area is popular with visitors that like to engage in trailbiking, four wheel driving or just relaxing in the bush setting away from Melbourne.  Here there are sites to accommoda",BROADFORD,Wood BBQ available,BBQ,CLONBINANE,HUME,MITCHELL,145.172405,-37.3211,a50f4750-b17a-47cd-954b-dc694bd441c2,3658,3658 - CLONBINANE,,https://freshlife.tk/bbq/
233,Cassinia,HIGH,PARTIAL,From Melbourne - travel along the Melba Highway to the intersection of Murrindindi Road just before Devlins Bridge.  Turn right and drive 10km to the Reserve then follow the Murrindindi Road south for approximately 900m from the Ranger Station to find Ca,"Cassinia Camp is one of the popular camping areas within the Murrindindi Scenic Reserve.  All sites in the Reserve require a permit - motorcycle $3, car $7, small bus $20, large bus $35 per night.  All funds collected go directly back into the upkeep of",TOOLANGI MAIN RD,Pit BBQ available,BBQ,MURRINDINDI,HUME,MURRINDINDI,145.55611,-37.393,22b21e76-76f2-4b0d-b133-3fc852c721b5,3717,3717 - MURRINDINDI,,https://freshlife.tk/bbq/
234,Bull Creek,HIGH,PARTIAL,From Melbourne - travel along the Melba Highway to the intersection of Murrindindi Road just before Devlins Bridge.  Turn right and drive 10km to the Reserve then follow the Murrindindi Road south for approximately 5km to the last of the Murrindindi Scen,"Bull Creek Camp is one of the popular camping areas within the Murrindindi Scenic Reserve.  All sites in the Reserve require a permit - motorcycle $3, car $7, small bus $20, large bus $35 per night.  All funds collected go directly back into the upkeep o",TOOLANGI MAIN RD,Pit BBQ available,BBQ,MURRINDINDI,HUME,MURRINDINDI,145.570855,-37.429,22b21e76-76f2-4b0d-b133-3fc852c721b5,3717,3717 - MURRINDINDI,,https://freshlife.tk/bbq/
235,Owens Hill,BASIC,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 21Km an","This area has since been revegetated with native forests, although some areas still contain pine plantations. Situated on the shore of lake Eildon this area is popular for a number of different recreational uses including: fishing, four-wheel driving, mo",MANSFIELD,Pit BBQ available,BBQ,LAKE EILDON,HUME,MANSFIELD,145.9150718,-37.1158209,6f12e44a-29d7-4ca9-9756-bcb444962af4,3713,3713 - LAKE EILDON,,https://freshlife.tk/bbq/
236,Water Guage,HIGH,PARTIAL,"From Melbourne - travel along the Melba Highway to the intersection of Murrindindi Road just before Devlins Bridge.  Turn right and drive 10km to the Reserve then follow the Murrindindi Road south for approximately 3km past the Rangers Hut.  
","Water Gauge Camp is one of the popular camping areas within the Murrindindi Scenic Reserve.  All sites in the Reserve require a permit - motorcycle $3, car $7, small bus $20, large bus $35 per night.  All funds collected go directly back into the upkeep",TOOLANGI MAIN RD,Pit BBQ available,BBQ,MURRINDINDI,HUME,MURRINDINDI,145.563901,-37.414,22b21e76-76f2-4b0d-b133-3fc852c721b5,3717,3717 - MURRINDINDI,,https://freshlife.tk/bbq/
